mesh_resolution, fuselage_height, fuselage_param_1, fuselage_param_2, fuselage_length, plastic_thickness, nosecone_length, nosecone_tip_scale, nosecone_offset, wing_airfoil_index, wing_length, wing_vertical_position, wing_horizontal_position, wing_root_thickness, wing_scale, wing_sweep, tailcone_length, tailcone_tip_scale, battery_index, battery_pos, motor_index, horizontal_stabiliser_width, empennage_length, empennage_supports_thickness, horizontal_stabiliser_thickness, horizontal_stabiliser_airfoil_index, vertical_stabiliser_height, vertical_stabiliser_thickness, vertical_stabiliser_airfoil_index
20,0.22,0.18,0.18,0.7,0.008,0.3,0.7,-0.02,2,0.6,0.5,0.6,0.07,0.6,0.2,0.3,0.3,1,0.5,1,0.5,0.15,0.04,0.035,1,0.2,0.035,1
